mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_n_estimators,split0_test_f1_phishing,split1_test_f1_phishing,split2_test_f1_phishing,split3_test_f1_phishing,split4_test_f1_phishing,mean_test_f1_phishing,std_test_f1_phishing,rank_test_f1_phishing,split0_test_precision_phishing,split1_test_precision_phishing,split2_test_precision_phishing,split3_test_precision_phishing,split4_test_precision_phishing,mean_test_precision_phishing,std_test_precision_phishing,rank_test_precision_phishing,split0_test_recall_phishing,split1_test_recall_phishing,split2_test_recall_phishing,split3_test_recall_phishing,split4_test_recall_phishing,mean_test_recall_phishing,std_test_recall_phishing,rank_test_recall_phishing,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_pr_auc_phishing,split1_test_pr_auc_phishing,split2_test_pr_auc_phishing,split3_test_pr_auc_phishing,split4_test_pr_auc_phishing,mean_test_pr_auc_phishing,std_test_pr_auc_phishing,rank_test_pr_auc_phishing
71.26338763237,1.6138577446284312,2.8132326126098635,0.3699514740035958,,sqrt,1,150,0.996975437896766,0.9971415276208203,0.9962439754030248,0.9967104170127928,0.9971438060445035,0.9968430327955815,0.0003386890976109545,6,0.999267106402825,0.9994669509594882,0.9986006530285867,0.9987347672637678,0.9986695050558808,0.9989477965421099,0.0003506611868893237,10,0.9946942565326966,0.9948269001193792,0.9938983950126011,0.9946942565326966,0.9956227616394747,0.9947473139673697,0.0005475465563218012,3,0.9981812376053198,0.9980865860979501,0.9980734825665819,0.998476651328551,0.9988050158489971,0.9983245946894799,0.00028077833017689475,12,0.9986423438826586,0.9985751827091336,0.9985832009397638,0.9988378238737805,0.9991353693383713,0.9987547841487416,0.00021264099823374946,14
139.3675397872925,3.0690651467850154,9.507529926300048,2.0395778896093484,,sqrt,1,300,0.9968756232134548,0.9971748595739024,0.9961774970915739,0.9967437533227007,0.9972104144527099,0.9968364295308684,0.00037382257814701377,7,0.9992004264392325,0.9994669864747818,0.9985340174585193,0.9987348515115195,0.9986696820540109,0.9989211927876129,0.00035319899119394587,11,0.9945616129460141,0.9948932219127206,0.9938320732192598,0.9947605783260379,0.9957554052261574,0.994760578326038,0.0006178970525986226,1,0.9982065672975512,0.9981245912921125,0.9980877817380243,0.9984894045106938,0.9988634437521188,0.9983543577181001,0.00029089640709133364,10,0.9986563849535729,0.9985959266077922,0.9985911778862454,0.9988990729970623,0.9991706596967663,0.9987826444282879,0.0002243104528848029,10
63.92912139892578,2.780563040617431,3.596785879135132,0.5430347023765059,,sqrt,3,150,0.9958417883636606,0.9963089814784025,0.9959096804229989,0.9959756543719027,0.9964441195041707,0.996096044828227,0.0002367994511417167,16,0.9989988653807649,0.9990663554518173,0.9987327419462416,0.9989325505370605,0.9986012122826884,0.9988663451197144,0.0001732594234402526,16,0.9927046027324579,0.9935667860458947,0.9931025334925057,0.9930362116991643,0.9942963257726489,0.9933412919485344,0.0005510698521777822,16,0.9985099826167916,0.9982346379933044,0.9983534263087037,0.9988487150481247,0.9989045772319953,0.9985702678397839,0.00026555510505876193,4,0.9988423975719123,0.9986447834864318,0.9987828945517593,0.9991036068526808,0.9991789504101322,0.9989105265745832,0.0002004406308293661,4
124.29597630500794,2.8904825960358433,8.073261737823486,1.3306169052162167,,sqrt,3,300,0.9961089494163424,0.9963754863166295,0.9959430699654164,0.9959422603605401,0.9964441195041707,0.9961627771126199,0.0002117522307417722,13,0.9989993996397839,0.999133044348116,0.9987328264639189,0.9989324793167867,0.9986012122826884,0.9988797924102588,0.00018996011179366493,13,0.9932351770791882,0.993633107839236,0.993168855285847,0.992969889905823,0.9942963257726489,0.9934606711765486,0.00047009006888632394,13,0.998503435028236,0.9983580224963208,0.9983742996234022,0.9987812292543564,0.998893717599843,0.9985821408004318,0.00021741107704117962,2,0.9988473252187181,0.9987066237768831,0.9987947707049643,0.9990719089335396,0.999179627935936,0.9989200513140082,0.0001771871263963631,2
99.59179244041442,1.942477092858673,4.124864292144776,1.0480090905553348,,0.5,1,150,0.9968754155032575,0.9971415276208203,0.9962437256922514,0.9969425058158857,0.997309595775069,0.9969025540814569,0.0003630919395382163,4,0.9992669598827136,0.9994669509594882,0.9986671109630123,0.9991340261124434,0.9989353915762859,0.9990940878987887,0.0002749547134461306,8,0.9944952911526728,0.9948269001193792,0.9938320732192598,0.9947605783260379,0.995689083432816,0.9947207852500333,0.000598515143795132,7,0.9981714473702537,0.9980297758491254,0.9980826355445872,0.9985050414629084,0.9986340061524669,0.9982845812758683,0.0002405026415387544,15,0.9986408165058704,0.9985373807293432,0.9985726269282037,0.9989076811758918,0.9990275334447596,0.9987372077568137,0.00019476095861619417,15
203.4004557132721,6.308995175923315,7.745750570297242,1.1950480797478555,,0.5,1,300,0.9969087585175337,0.9971415276208203,0.9962768432949937,0.9969423025791013,0.9973760255090178,0.9969290915042934,0.0003663044628630434,2,0.9992670087292597,0.9994669509594882,0.998733671021061,0.9992005329780147,0.999001929602768,0.9991340186581184,0.0002492710091886397,6,0.9945616129460141,0.9948269001193792,0.9938320732192598,0.9946942565326966,0.9957554052261574,0.9947340496087014,0.0006159006110223803,5,0.9982550217479613,0.9980153445967334,0.9981261380112483,0.9984925473118466,0.9987188388314714,0.9983215780998522,0.00025434311273535824,13,0.9986856717307875,0.998528232978967,0.99860271972042,0.9989008706982238,0.9990678804387448,0.9987570751134287,0.00019928365380024885,12
97.68679342269897,8.884309580652276,3.1856101512908936,0.5513578406229862,,0.5,3,150,0.9964081415458295,0.9967743008213894,0.9960755620593322,0.996241726810124,0.9966099441637862,0.9964219350800922,0.00024985939360134743,11,0.9993328885923949,0.9995998132461815,0.9989993328885924,0.9991994129027953,0.9988674217188541,0.9991997738697638,0.0002562755163921096,1,0.9935004642525533,0.9939647168059424,0.993168855285847,0.9933014988725295,0.9943626475659901,0.9936596365565725,0.00044311694093352914,11,0.998516981028295,0.9982608086752526,0.9984253205491592,0.9985885150484565,0.9987269606034646,0.9985037171809257,0.0001564319709601219,7,0.9988339242091249,0.9986703126405003,0.9987778776609946,0.998970871730253,0.9990269000060668,0.9988559772493879,0.00012920724420046093,7
161.76587018966674,7.618530198296946,5.2321028232574465,0.24897228386860215,,0.5,3,300,0.9964081415458295,0.9967411545623837,0.9961089494163424,0.9963084904719146,0.9966099441637862,0.9964353360320514,0.00022242775558988095,9,0.9993328885923949,0.9995331465919701,0.9989993996397839,0.9991995197118271,0.9988674217188541,0.9991864752509662,0.00023604257405533688,3,0.9935004642525533,0.9939647168059424,0.9932351770791882,0.9934341424592121,0.9943626475659901,0.9936994296325773,0.0004088349915750694,9,0.9985182859558088,0.9982533905885689,0.9984731347357119,0.9985897085587534,0.9988495134540515,0.9985368066585789,0.00019251283069417178,5,0.9988312626299395,0.9986743585745194,0.9988045453768862,0.9989727329693818,0.9991440913616303,0.9988853981824715,0.00016034654738503336,5
53.96349396705627,1.6183093595118072,2.6889076232910156,0.38200450835129923,30,sqrt,1,150,0.996975437896766,0.9971415276208203,0.9962439754030248,0.9967437533227007,0.9971438060445035,0.9968497000575631,0.0003363327906053162,5,0.999267106402825,0.9994669509594882,0.9986006530285867,0.9987348515115195,0.9986695050558808,0.9989478133916603,0.0003506509521321075,9,0.9946942565326966,0.9948269001193792,0.9938983950126011,0.9947605783260379,0.9956227616394747,0.994760578326038,0.0005469035184530652,1,0.9981812523595254,0.998086584458594,0.9980674740291666,0.9984981132012122,0.9988050240461832,0.9983276896189363,0.00028431675127488736,11,0.9986423568764228,0.9985751833266566,0.9985831717412414,0.998854112750858,0.9991353781015581,0.9987580405593475,0.00021401498654595948,11
103.2648853302002,2.0949827867575057,4.703348588943482,0.22497555005375455,30,sqrt,1,300,0.9968756232134548,0.9971748595739024,0.9961774970915739,0.9967437533227007,0.9971771113546545,0.9968297689112573,0.00036734021388566343,8,0.9992004264392325,0.9994669864747818,0.9985340174585193,0.9987348515115195,0.9986695935608328,0.9989211750889773,0.0003532115958275374,12,0.9945616129460141,0.9948932219127206,0.9938320732192598,0.9947605783260379,0.995689083432816,0.9947473139673697,0.0005967487401088882,3,0.9982062935250702,0.9981246568663594,0.9980817109019945,0.9985080514696463,0.9988633945690022,0.9983568214664146,0.0002938474799763964,9,0.9986562796196727,0.9985959995765227,0.9985910869991703,0.9989134799397315,0.9991705880388176,0.998785486834783,0.0002258656210356409,9
48.33265151977539,4.3337050189237,2.3646657466888428,0.13160252252413135,30,sqrt,3,150,0.9958417883636606,0.9963089814784025,0.9959430699654164,0.9959756543719027,0.9964441195041707,0.9961027227367106,0.00023186916358688817,15,0.9989988653807649,0.9990663554518173,0.9987328264639189,0.9989325505370605,0.9986012122826884,0.9988663620232499,0.00017324639165594764,15,0.9927046027324579,0.9935667860458947,0.993168855285847,0.9930362116991643,0.9942963257726489,0.9933545563072025,0.000545937541511,15,0.9985103793409857,0.9982346379933044,0.9983545968668796,0.9988499642992872,0.9989045772319953,0.9985708311464905,0.0002656084664678072,3,0.9988428146341269,0.9986447834864318,0.9987835936746416,0.9991035581894799,0.9991789504101322,0.9989107400789624,0.00020031404782890977,3
95.55556931495667,4.2244796851480535,4.842832946777344,0.8385761267672568,30,sqrt,3,300,0.9961089494163424,0.9963754863166295,0.9959430699654164,0.9959422603605401,0.9964441195041707,0.9961627771126199,0.0002117522307417722,13,0.9989993996397839,0.999133044348116,0.9987328264639189,0.9989324793167867,0.9986012122826884,0.9988797924102588,0.00018996011179366493,13,0.9932351770791882,0.993633107839236,0.993168855285847,0.992969889905823,0.9942963257726489,0.9934606711765486,0.00047009006888632394,13,0.9985037825717447,0.9983580224963208,0.9983741291219312,0.998787062371989,0.9988904583986477,0.9985826909921267,0.00021757249961232053,1,0.9988476346433945,0.9987066237768831,0.9987945510266009,0.9990738860578245,0.9991779538797898,0.9989201298768986,0.00017704498914485037,1
83.9109239578247,4.3729186386113605,3.0593835353851317,0.8274753487688351,30,0.5,1,150,0.9968754155032575,0.9971415276208203,0.9962768432949937,0.9969425058158857,0.997309595775069,0.9969091776020053,0.000351117806309838,3,0.9992669598827136,0.9994669509594882,0.998733671021061,0.9991340261124434,0.9989353915762859,0.9991073999103983,0.00025483541591846804,7,0.9944952911526728,0.9948269001193792,0.9938320732192598,0.9947605783260379,0.995689083432816,0.9947207852500333,0.000598515143795132,7,0.9981713621237329,0.9980291266640811,0.9980825437361028,0.998504905389619,0.9986340061524669,0.9982843888132005,0.00024063876530795627,16,0.9986407787897849,0.998536997325934,0.9985725801687757,0.9989075167683841,0.9990275334447596,0.9987370812995277,0.00019482252929503888,16
